"Site","Plant.number","observed_on","Plant.species","FlushPercent","Latitude","Longitude","agdd32","agdd50"
"Kissimmee","Tree 5",2017-04-08,"Quercus virginiana",0.93859649122807,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 5",2017-04-12,"Quercus virginiana",0.935185185185185,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 5",2017-04-15,"Quercus virginiana",0.867256637168142,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 5",2017-04-19,"Quercus virginiana",0.926829268292683,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 5",2017-04-22,"Quercus virginiana",0.903846153846154,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 1",2017-03-23,"Quercus geminata",0.148936170212766,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 1",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 1",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 1",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 1",2017-03-17,"Quercus geminata",0,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 1",2017-03-20,"Quercus geminata",0,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 1",2017-03-28,"Quercus geminata",0.292307692307692,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 1",2017-04-01,"Quercus geminata",0.270833333333333,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 1",2017-04-05,"Quercus geminata",0.416666666666667,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 1",2017-04-08,"Quercus geminata",0.528301886792453,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 1",2017-04-12,"Quercus geminata",0.565789473684211,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 1",2017-04-15,"Quercus geminata",0.660377358490566,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 1",2017-04-19,"Quercus geminata",0.838235294117647,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 1",2017-04-22,"Quercus geminata",0.922222222222222,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 2",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 2",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 2",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 2",2017-03-17,"Quercus geminata",0.0294117647058824,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 2",2017-03-20,"Quercus geminata",0.147058823529412,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 2",2017-03-23,"Quercus geminata",0.26530612244898,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 2",2017-03-28,"Quercus geminata",0.0980392156862745,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 2",2017-04-01,"Quercus geminata",0.169491525423729,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 2",2017-04-05,"Quercus geminata",0.423076923076923,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 2",2017-04-08,"Quercus geminata",0.534722222222222,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 2",2017-04-12,"Quercus geminata",0.663265306122449,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 2",2017-04-15,"Quercus geminata",0.722222222222222,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 2",2017-04-19,"Quercus geminata",0.805970149253731,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 2",2017-04-22,"Quercus geminata",0.918032786885246,27.9828,-81.3826,3934.22290039,1923.95507812
"Kissimmee","Tree 3",2017-03-08,"Quercus geminata",0,27.9828,-81.3826,2251.23193359,1050.96508789
"Kissimmee","Tree 3",2017-03-11,"Quercus geminata",0,27.9828,-81.3826,2369.23095703,1114.96398926
"Kissimmee","Tree 3",2017-03-13,"Quercus geminata",0,27.9828,-81.3826,2445.99194336,1155.72497559
"Kissimmee","Tree 3",2017-03-17,"Quercus geminata",0,27.9828,-81.3826,2548.89794922,1186.63110352
"Kissimmee","Tree 3",2017-03-20,"Quercus geminata",0.04,27.9828,-81.3826,2635.45092773,1219.18395996
"Kissimmee","Tree 3",2017-03-23,"Quercus geminata",0.0444444444444444,27.9828,-81.3826,2737.46606445,1267.19885254
"Kissimmee","Tree 3",2017-03-28,"Quercus geminata",0.0645161290322581,27.9828,-81.3826,2925.35009766,1365.08276367
"Kissimmee","Tree 3",2017-04-01,"Quercus geminata",0.155172413793103,27.9828,-81.3826,3093.79394531,1461.52661133
"Kissimmee","Tree 3",2017-04-05,"Quercus geminata",0.4,27.9828,-81.3826,3276.06201172,1571.79443359
"Kissimmee","Tree 3",2017-04-08,"Quercus geminata",0.532710280373832,27.9828,-81.3826,3391.44189453,1633.17431641
"Kissimmee","Tree 3",2017-04-12,"Quercus geminata",0.576923076923077,27.9828,-81.3826,3533.58789062,1703.32019043
"Kissimmee","Tree 3",2017-04-15,"Quercus geminata",0.698412698412698,27.9828,-81.3826,3651.99194336,1767.72412109
"Kissimmee","Tree 3",2017-04-19,"Quercus geminata",0.912280701754386,27.9828,-81.3826,3812.71386719,1856.44604492
"Kissimmee","Tree 3",2017-04-22,"Quercus geminata",0.876543209876543,27.9828,-81.3826,3934.22290039,1923.95507812
"Lake Lizzie","Tree 1",2017-03-08,"Quercus virginiana",0.214285714285714,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 1",2017-03-11,"Quercus virginiana",0.430656934306569,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 1",2017-03-13,"Quercus virginiana",0.5859375,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 1",2017-03-17,"Quercus virginiana",0.75,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 1",2017-03-21,"Quercus virginiana",0.747572815533981,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 1",2017-03-26,"Quercus virginiana",0.851851851851852,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 1",2017-03-30,"Quercus virginiana",0.836538461538462,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 1",2017-04-03,"Quercus virginiana",0.927710843373494,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 1",2017-04-06,"Quercus virginiana",0.854700854700855,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 1",2017-04-09,"Quercus virginiana",0.935185185185185,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 1",2017-04-12,"Quercus virginiana",0.952830188679245,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 1",2017-04-15,"Quercus virginiana",0.933884297520661,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 1",2017-04-18,"Quercus virginiana",0.813725490196078,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 1",2017-04-22,"Quercus virginiana",0.925233644859813,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 2",2017-03-08,"Quercus virginiana",0.23728813559322,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 2",2017-03-11,"Quercus virginiana",0.373913043478261,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 2",2017-03-13,"Quercus virginiana",0.610294117647059,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 2",2017-03-17,"Quercus virginiana",0.72992700729927,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 2",2017-03-21,"Quercus virginiana",0.686440677966102,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 2",2017-03-25,"Quercus virginiana",0.714285714285714,28.2451,-81.1681,2730.14038086,1223.4050293
"Lake Lizzie","Tree 2",2017-03-30,"Quercus virginiana",0.752,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 2",2017-04-03,"Quercus virginiana",0.902654867256637,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 2",2017-04-06,"Quercus virginiana",0.96551724137931,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 2",2017-04-09,"Quercus virginiana",0.947826086956522,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 2",2017-04-12,"Quercus virginiana",0.876190476190476,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 2",2017-04-15,"Quercus virginiana",0.890909090909091,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 2",2017-04-18,"Quercus virginiana",0.948979591836735,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 2",2017-04-22,"Quercus virginiana",0.925619834710744,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 3",2017-03-08,"Quercus virginiana",0.139130434782609,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 3",2017-03-11,"Quercus virginiana",0.238095238095238,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 3",2017-03-13,"Quercus virginiana",0.297297297297297,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 3",2017-03-17,"Quercus virginiana",0.309644670050761,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 3",2017-03-21,"Quercus virginiana",0.310606060606061,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 3",2017-03-25,"Quercus virginiana",0.415094339622642,28.2451,-81.1681,2730.14038086,1223.4050293
"Lake Lizzie","Tree 3",2017-03-30,"Quercus virginiana",0.508928571428571,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 3",2017-04-03,"Quercus virginiana",0.714285714285714,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 3",2017-04-06,"Quercus virginiana",0.722772277227723,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 3",2017-04-09,"Quercus virginiana",0.811023622047244,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 3",2017-04-12,"Quercus virginiana",0.94017094017094,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 3",2017-04-15,"Quercus virginiana",0.911504424778761,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 3",2017-04-18,"Quercus virginiana",0.862385321100917,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 3",2017-04-22,"Quercus virginiana",0.923076923076923,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 4",2017-03-08,"Quercus virginiana",0.324074074074074,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 4",2017-03-11,"Quercus virginiana",0.474137931034483,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 4",2017-03-13,"Quercus virginiana",0.6,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 4",2017-03-17,"Quercus virginiana",0.745562130177515,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 4",2017-03-21,"Quercus virginiana",0.747899159663866,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 4",2017-03-25,"Quercus virginiana",0.83695652173913,28.2451,-81.1681,2730.14038086,1223.4050293
"Lake Lizzie","Tree 4",2017-03-30,"Quercus virginiana",0.903225806451613,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 4",2017-04-03,"Quercus virginiana",0.905660377358491,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 4",2017-04-06,"Quercus virginiana",0.936363636363636,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 4",2017-04-09,"Quercus virginiana",0.900900900900901,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 4",2017-04-12,"Quercus virginiana",0.952755905511811,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 4",2017-04-15,"Quercus virginiana",0.945736434108527,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 4",2017-04-18,"Quercus virginiana",0.897959183673469,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 4",2017-04-22,"Quercus virginiana",0.948905109489051,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 0",2017-03-08,"Quercus geminata",0,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 0",2017-03-11,"Quercus geminata",0,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 0",2017-03-13,"Quercus geminata",0,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 0",2017-03-17,"Quercus geminata",0,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 0",2017-03-21,"Quercus geminata",0,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 0",2017-03-26,"Quercus geminata",0,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 0",2017-03-30,"Quercus geminata",0,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 0",2017-04-03,"Quercus geminata",0.0859375,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 0",2017-04-06,"Quercus geminata",0.376146788990826,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 0",2017-04-09,"Quercus geminata",0.442857142857143,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 0",2017-04-12,"Quercus geminata",0.62280701754386,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 0",2017-04-15,"Quercus geminata",0.689189189189189,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 0",2017-04-18,"Quercus geminata",0.673267326732673,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 0",2017-04-22,"Quercus geminata",0.846153846153846,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 1",2017-03-08,"Quercus geminata",0,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 1",2017-03-11,"Quercus geminata",0,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 1",2017-03-13,"Quercus geminata",0,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 1",2017-03-17,"Quercus geminata",0,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 1",2017-03-21,"Quercus geminata",0.0147058823529412,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 1",2017-03-26,"Quercus geminata",0.0833333333333333,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 1",2017-03-30,"Quercus geminata",0.0725806451612903,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 1",2017-04-03,"Quercus geminata",0.566666666666667,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 1",2017-04-06,"Quercus geminata",0.484276729559748,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 1",2017-04-09,"Quercus geminata",0.616541353383459,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 1",2017-04-12,"Quercus geminata",0.86,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 1",2017-04-15,"Quercus geminata",0.858208955223881,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 1",2017-04-18,"Quercus geminata",0.847826086956522,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 1",2017-04-22,"Quercus geminata",0.936363636363636,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 2",2017-03-17,"Quercus geminata",0,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 2",2017-03-21,"Quercus geminata",0,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 2",2017-03-26,"Quercus geminata",0.0947368421052632,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 2",2017-03-08,"Quercus geminata",0,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 2",2017-03-11,"Quercus geminata",0,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 2",2017-03-13,"Quercus geminata",0,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 2",2017-03-30,"Quercus geminata",0.225806451612903,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 2",2017-04-03,"Quercus geminata",0.377777777777778,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 2",2017-04-06,"Quercus geminata",0.514018691588785,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 2",2017-04-09,"Quercus geminata",0.793814432989691,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 2",2017-04-12,"Quercus geminata",0.825396825396825,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 2",2017-04-15,"Quercus geminata",0.862745098039216,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 2",2017-04-18,"Quercus geminata",0.858267716535433,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 2",2017-04-22,"Quercus geminata",0.954545454545455,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 3",2017-03-08,"Quercus geminata",0,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 3",2017-03-11,"Quercus geminata",0,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 3",2017-03-13,"Quercus geminata",0,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 3",2017-03-17,"Quercus geminata",0.0903010033444816,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 3",2017-03-21,"Quercus geminata",0.308823529411765,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 3",2017-03-26,"Quercus geminata",0.418604651162791,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 3",2017-03-30,"Quercus geminata",0.467289719626168,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 3",2017-04-03,"Quercus geminata",0.481203007518797,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 3",2017-04-06,"Quercus geminata",0.518248175182482,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 3",2017-04-09,"Quercus geminata",0.608333333333333,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 3",2017-04-12,"Quercus geminata",0.636363636363636,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 3",2017-04-15,"Quercus geminata",0.778625954198473,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 3",2017-04-18,"Quercus geminata",0.827338129496403,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 3",2017-04-22,"Quercus geminata",0.920634920634921,28.2451,-81.1681,3828.66186523,1817.92663574
"Lake Lizzie","Tree 4",2017-03-08,"Quercus geminata",0,28.2451,-81.1681,2184.22729492,982.763244629
"Lake Lizzie","Tree 4",2017-03-11,"Quercus geminata",0,28.2451,-81.1681,2300.70507812,1045.24121094
"Lake Lizzie","Tree 4",2017-03-13,"Quercus geminata",0,28.2451,-81.1681,2374.75708008,1083.29321289
"Lake Lizzie","Tree 4",2017-03-17,"Quercus geminata",0,28.2451,-81.1681,2472.66821289,1109.93322754
"Lake Lizzie","Tree 4",2017-03-21,"Quercus geminata",0.125748502994012,28.2451,-81.1681,2584.41235352,1149.67712402
"Lake Lizzie","Tree 4",2017-03-26,"Quercus geminata",0.157232704402516,28.2451,-81.1681,2765.67236328,1240.93701172
"Lake Lizzie","Tree 4",2017-03-30,"Quercus geminata",0.410958904109589,28.2451,-81.1681,2922.21801758,1325.48291016
"Lake Lizzie","Tree 4",2017-04-03,"Quercus geminata",0.542056074766355,28.2451,-81.1681,3094.37890625,1425.64379883
"Lake Lizzie","Tree 4",2017-04-06,"Quercus geminata",0.741071428571429,28.2451,-81.1681,3234.97680664,1512.24182129
"Lake Lizzie","Tree 4",2017-04-09,"Quercus geminata",0.772357723577236,28.2451,-81.1681,3331.00708008,1554.27172852
"Lake Lizzie","Tree 4",2017-04-12,"Quercus geminata",0.853658536585366,28.2451,-81.1681,3438.11621094,1607.38061523
"Lake Lizzie","Tree 4",2017-04-15,"Quercus geminata",0.778571428571429,28.2451,-81.1681,3553.80224609,1669.06652832
"Lake Lizzie","Tree 4",2017-04-18,"Quercus geminata",0.862385321100917,28.2451,-81.1681,3669.63208008,1730.89660645
"Lake Lizzie","Tree 4",2017-04-22,"Quercus geminata",0.909090909090909,28.2451,-81.1681,3828.66186523,1817.92663574
"Okeechobee","Tree 1",2017-03-08,"Quercus virginiana",0.321285140562249,27.1968,-80.8291,2261.10522461,1055.25805664
"Okeechobee","Tree 1",2017-03-10,"Quercus virginiana",0.398496240601504,27.1968,-80.8291,2335.15722656,1093.31005859
"Okeechobee","Tree 1",2017-03-12,"Quercus virginiana",0.424390243902439,27.1968,-80.8291,2411.8371582,1133.9901123
"Okeechobee","Tree 1",2017-03-16,"Quercus virginiana",0.592356687898089,27.1968,-80.8291,2532.12207031,1182.27502441
"Okeechobee","Tree 1",2017-03-19,"Quercus virginiana",0.623376623376623,27.1968,-80.8291,2608.75683594,1204.91003418
"Okeechobee","Tree 1",2017-03-23,"Quercus virginiana",0.604651162790698,27.1968,-80.8291,2738.18579102,1262.33886719
"Okeechobee","Tree 1",2017-03-28,"Quercus virginiana",0.697478991596639,27.1968,-80.8291,2924.80053711,1358.95385742
"Okeechobee","Tree 1",2017-04-01,"Quercus virginiana",0.798076923076923,27.1968,-80.8291,3087.69140625,1449.84472656
"Okeechobee","Tree 1",2017-04-05,"Quercus virginiana",0.932203389830508,27.1968,-80.8291,3265.73828125,1555.89160156
"Okeechobee","Tree 1",2017-04-08,"Quercus virginiana",0.916666666666667,27.1968,-80.8291,3378.86816406,1615.02160645
"Okeechobee","Tree 1",2017-04-12,"Quercus virginiana",0.94475138121547,27.1968,-80.8291,3521.72509766,1685.87854004
"Okeechobee","Tree 1",2017-04-15,"Quercus virginiana",0.951219512195122,27.1968,-80.8291,3634.17114258,1744.32458496
"Okeechobee","Tree 1",2017-04-19,"Quercus virginiana",0.96551724137931,27.1968,-80.8291,3795.10913086,1833.26245117
"Okeechobee","Tree 1",2017-04-22,"Quercus virginiana",0.975409836065574,27.1968,-80.8291,3920.44311523,1904.59643555
