"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","Host_Plant_ID","agdd","adj","doy","phenogen"
92850235,"2021-08-28","Andricus quercuspetiolicola","39.7474871915","-82.4427186037","https://www.inaturalist.org/observations/92850235","Gall; Gall","","bisexual","perimature","",5593.95556641,5590.72606965387,240,"perimature_"
99709055,"2020-06-04","Andricus quercuspetiolicola","40.1754118722","-75.2682157653","https://www.inaturalist.org/observations/99709055","Gall","","bisexual","developing","54779",2266.62182617,2265.22740545809,156,"developing_"
103034798,"2021-05-28","Andricus quercuspetiolicola","38.8218883333","-75.2655683333","https://www.inaturalist.org/observations/103034798","Gall","","bisexual","developing","54779",2326.40063477,2314.87573134978,148,"developing_"
104592609,"2021-05-10","Andricus quercuspetiolicola","39.4657112","-76.9999868997","https://www.inaturalist.org/observations/104592609","Gall","","bisexual","developing","",1489.28320312,1484.23206697305,130,"developing_"
110007491,"2017-05-05","Andricus quercuspetiolicola","38.9226","-78.4258","https://www.inaturalist.org/observations/110007491","Gall","","bisexual","developing","54779",1982.97790527,1972.70491863911,125,"developing_"
110365044,"2022-04-02","Andricus quercuspetiolicola","30.4580498333","-91.1823845556","https://www.inaturalist.org/observations/110365044","Gall","","bisexual","developing","54779",2117.46484375,1309.69320878156,92,"developing_"
110365138,"2022-04-02","Andricus quercuspetiolicola","30.4580179444","-91.1823485833","https://www.inaturalist.org/observations/110365138","Gall","","bisexual","developing","54779",2117.46484375,1309.68621028322,92,"developing_"
110603825,"2022-04-06","Andricus quercuspetiolicola","34.0218379639","-84.019290303","https://www.inaturalist.org/observations/110603825","Gall","","bisexual","developing","54779",1562.02111816,1311.10078014854,96,"developing_"
110811638,"2022-04-08","Andricus quercuspetiolicola","33.6011637","-84.3469689","https://www.inaturalist.org/observations/110811638","Gall","","bisexual","developing","",1738.57385254,1442.88116101485,98,"developing_"
110907561,"2022-04-09","Andricus quercuspetiolicola","36.1100429956","-79.9924709405","https://www.inaturalist.org/observations/110907561","Gall","","bisexual","developing","54779",1337.70507812,1243.75283510451,99,"developing_"
110912772,"2022-04-09","Andricus quercuspetiolicola","33.8300366667","-80.823395","https://www.inaturalist.org/observations/110912772","Gall","","bisexual","developing","54779",2002.52563477,1731.79891966237,99,"developing_"
111889152,"2022-04-17","Andricus quercuspetiolicola","36.1928159053","-79.9637325784","https://www.inaturalist.org/observations/111889152","Gall","","bisexual","developing","54779",1540.66467285,1450.9747380603,107,"developing_"
112230516,"2022-04-20","Andricus quercuspetiolicola","33.9531886874","-83.2742727157","https://www.inaturalist.org/observations/112230516","Gall","","bisexual","developing","54779",2009.14086914,1751.24657965637,110,"developing_"
112376358,"2022-04-22","Andricus quercuspetiolicola","33.8688616667","-94.0944888333","https://www.inaturalist.org/observations/112376358","Gall","","bisexual","developing","",1964.82470703,1698.18843460795,112,"developing_"
112420827,"2022-04-22","Andricus quercuspetiolicola","30.3923194444","-90.1148527778","https://www.inaturalist.org/observations/112420827","Gall","","bisexual","developing","54779",2667.8684082,1845.58525102943,112,"developing_"
112421076,"2022-04-22","Andricus quercuspetiolicola","30.3923194444","-90.1148527778","https://www.inaturalist.org/observations/112421076","Gall","","bisexual","developing","54779",2667.8684082,1845.58525102943,112,"developing_"
112445262,"2022-04-22","Andricus quercuspetiolicola","35.9214533333","-78.9308166667","https://www.inaturalist.org/observations/112445262","Gall","","bisexual","developing","",1838.86999512,1734.70675952766,112,"developing_"
112463640,"2022-04-22","Andricus quercuspetiolicola","38.8578005584","-77.3285219745","https://www.inaturalist.org/observations/112463640","Gall","","bisexual","developing","54779",1252.34924316,1241.28178115489,112,"developing_"
112463651,"2022-04-22","Andricus quercuspetiolicola","38.8578005584","-77.3285219745","https://www.inaturalist.org/observations/112463651","Gall","","bisexual","developing","54779",1252.34924316,1241.28178115489,112,"developing_"
112854785,"2022-04-24","Andricus quercuspetiolicola","33.916245","-94.8484333333","https://www.inaturalist.org/observations/112854785","Gall","","bisexual","developing","",1949.29016113,1687.58991370989,114,"developing_"
112906487,"2022-04-24","Andricus quercuspetiolicola","38.7551","-77.1126416667","https://www.inaturalist.org/observations/112906487","Gall","","bisexual","developing","54779",1470.53552246,1458.12669254009,114,"developing_"
112906565,"2022-04-24","Andricus quercuspetiolicola","38.7551","-77.1126333333","https://www.inaturalist.org/observations/112906565","Gall","","bisexual","developing","54779",1470.53552246,1458.12669254009,114,"developing_"
112930498,"2022-04-26","Andricus quercuspetiolicola","35.6985985","-78.4352222","https://www.inaturalist.org/observations/112930498","Gall","","bisexual","developing","",2103.27197266,1986.11988852408,116,"developing_"
113035625,"2022-04-25","Andricus quercuspetiolicola","36.2317966667","-80.3021","https://www.inaturalist.org/observations/113035625","Gall","","bisexual","developing","",1671.82141113,1584.09328827283,115,"developing_"
113768129,"2022-04-29","Andricus quercuspetiolicola","35.7084548101","-79.2003370263","https://www.inaturalist.org/observations/113768129","Gall","","bisexual","developing","",2073.44555664,1956.88956637279,119,"developing_"
113886431,"2022-04-30","Andricus quercuspetiolicola","38.8578297993","-77.3283664071","https://www.inaturalist.org/observations/113886431","Gall","","bisexual","developing","54779",1456.63122559,1445.5641310276,120,"developing_"
113921022,"2022-04-30","Andricus quercuspetiolicola","35.7081694063","-79.2003864796","https://www.inaturalist.org/observations/113921022","Gall","","bisexual","developing","54779",2101.75952148,1985.18629894017,120,"developing_"
114000043,"2022-04-30","Andricus quercuspetiolicola","32.4707679191","-95.2993389673","https://www.inaturalist.org/observations/114000043","Gall","","bisexual","developing","",2517.54174805,2075.86585253147,120,"developing_"
114002353,"2022-04-30","Andricus quercuspetiolicola","34.092678014","-85.4943346669","https://www.inaturalist.org/observations/114002353","Gall","","bisexual","developing","",2218.92138672,1975.06455886353,120,"developing_"
114026090,"2022-04-30","Andricus quercuspetiolicola","36.2505993","-79.7564821","https://www.inaturalist.org/observations/114026090","Gall","Pupa","bisexual","developing","",1895.77709961,1808.98495398731,120,"developing_Pupa"
114321029,"2022-05-01","Andricus quercuspetiolicola","35.9255189","-78.9663981","https://www.inaturalist.org/observations/114321029","Gall","","bisexual","developing","",2123.34204102,2019.40637761845,121,"developing_"
114883578,"2022-05-02","Andricus quercuspetiolicola","35.820018007","-81.1879982083","https://www.inaturalist.org/observations/114883578","Gall","","bisexual","developing","54779",1950.65869141,1840.70947791495,122,"developing_"
114937811,"2022-05-01","Andricus quercuspetiolicola","35.8062962","-81.3130572","https://www.inaturalist.org/observations/114937811","Gall","","bisexual","developing","",1866.0045166,1755.25652438986,121,"developing_"
115155284,"2022-05-03","Andricus quercuspetiolicola","38.97394299","-77.00651723","https://www.inaturalist.org/observations/115155284","Gall","","bisexual","developing","",1544.24621582,1534.57500848741,123,"developing_"
115233583,"2022-04-30","Andricus quercuspetiolicola","35.7277560018","-78.2084137201","https://www.inaturalist.org/observations/115233583","Gall","","bisexual","developing","",2201.20141602,2085.80686734042,120,"developing_"
115419657,"2022-05-02","Andricus quercuspetiolicola","35.9127","-79.0422583333","https://www.inaturalist.org/observations/115419657","Gall","","bisexual","developing","54779",2150.79174805,2046.13741307583,122,"developing_"
115746348,"2022-05-06","Andricus quercuspetiolicola","35.464795","-80.7804416667","https://www.inaturalist.org/observations/115746348","Gall","","bisexual","developing","54779",2351.14038086,2219.24568524645,126,"developing_"
115771594,"2022-04-30","Andricus quercuspetiolicola","38.5919991568","-77.2491464641","https://www.inaturalist.org/observations/115771594","Gall","","bisexual","developing","",1449.28747559,1434.53262436791,120,"developing_"
115771597,"2022-04-30","Andricus quercuspetiolicola","38.5920326997","-77.2479019191","https://www.inaturalist.org/observations/115771597","Gall","","bisexual","developing","",1449.28747559,1434.53313494011,120,"developing_"
115813941,"2022-05-06","Andricus quercuspetiolicola","34.9219866667","-82.43528","https://www.inaturalist.org/observations/115813941","Gall","","bisexual","developing","54779",2372.07446289,2201.29505687728,126,"developing_"
115914569,"2022-05-01","Andricus quercuspetiolicola","35.8038392875","-78.9161178092","https://www.inaturalist.org/observations/115914569","Gall","Larva","bisexual","developing","54779",2194.703125,2083.81170301181,121,"developing_Larva"
115986083,"2022-05-07","Andricus quercuspetiolicola","39.1414416667","-84.5156566667","https://www.inaturalist.org/observations/115986083","Gall","","bisexual","developing","54779",1426.39990234,1418.52779302508,127,"developing_"
116019532,"2022-05-02","Andricus quercuspetiolicola","38.951725","-77.006005555","https://www.inaturalist.org/observations/116019532","Gall","","bisexual","developing","128686",1535.29089355,1525.36224515746,122,"developing_"
116019533,"2022-05-02","Andricus quercuspetiolicola","38.9516861117","-77.0059361117","https://www.inaturalist.org/observations/116019533","Gall","","bisexual","developing","128686",1535.29089355,1525.36179059802,122,"developing_"
116021196,"2022-05-02","Andricus quercuspetiolicola","38.9492222217","-77.0055777783","https://www.inaturalist.org/observations/116021196","Gall","","bisexual","developing","128686",1535.29089355,1525.33296226693,122,"developing_"
116032418,"2022-05-02","Andricus quercuspetiolicola","38.7920633333","-77.0396805","https://www.inaturalist.org/observations/116032418","Gall","","bisexual","developing","54779",1672.99963379,1661.0853824149,122,"developing_"
116032494,"2022-05-02","Andricus quercuspetiolicola","38.7920533333","-77.0396945","https://www.inaturalist.org/observations/116032494","Gall","","bisexual","developing","54779",1672.99963379,1661.08525042184,122,"developing_"
116110517,"2022-05-08","Andricus quercuspetiolicola","38.2204699722","-77.432049","https://www.inaturalist.org/observations/116110517","Gall","","bisexual","developing","54779",1819.85290527,1798.68947383407,128,"developing_"
116293915,"2022-05-09","Andricus quercuspetiolicola","39.1311829782","-84.2544821302","https://www.inaturalist.org/observations/116293915","Gall","","bisexual","developing","",1467.26916504,1459.29388767745,129,"developing_"
116325757,"2022-05-07","Andricus quercuspetiolicola","39.1099445","-77.1691966667","https://www.inaturalist.org/observations/116325757","Gall","","bisexual","developing","82754",1559.94165039,1551.74992833796,127,"developing_"
116611737,"2022-05-11","Andricus quercuspetiolicola","40.6493970771","-73.985664864","https://www.inaturalist.org/observations/116611737","Gall","","bisexual","developing","54780",1576.46594238,1576.09668272246,131,"developing_"
116612451,"2022-05-11","Andricus quercuspetiolicola","37.77463","-76.44818","https://www.inaturalist.org/observations/116612451","Gall","","bisexual","developing","54779",1995.35266113,1964.33139717081,131,"developing_"
116715753,"2022-05-12","Andricus quercuspetiolicola","40.7322683067","-73.7614026289","https://www.inaturalist.org/observations/116715753","Gall","","bisexual","developing","54780",1482.51501465,1482.24350850801,132,"developing_"
116770472,"2022-05-12","Andricus quercuspetiolicola","41.0131861167","-81.5863883333","https://www.inaturalist.org/observations/116770472","Gall","","bisexual","developing","54779",1171.76318359,1171.69396223184,132,"developing_"
117177623,"2022-05-15","Andricus quercuspetiolicola","40.3807616667","-82.39598","https://www.inaturalist.org/observations/117177623","Gall","","bisexual","developing","54779",1341.11584473,1340.27460654319,135,"developing_"
117187698,"2022-05-15","Andricus quercuspetiolicola","40.3739","-82.4729466667","https://www.inaturalist.org/observations/117187698","Gall","","bisexual","developing","54780",1352.77124023,1351.91443496645,135,"developing_"
117192532,"2022-05-15","Andricus quercuspetiolicola","40.7308512926","-77.8829150834","https://www.inaturalist.org/observations/117192532","Gall","","bisexual","developing","128686",1251.26013184,1250.98711955243,135,"developing_"
117372772,"2022-05-16","Andricus quercuspetiolicola","39.22545801","-77.8097534","https://www.inaturalist.org/observations/117372772","Gall","","bisexual","developing","54779",1765.52905273,1758.46859062445,136,"developing_"
117395441,"2022-05-16","Andricus quercuspetiolicola","35.8433233147","-80.1934898416","https://www.inaturalist.org/observations/117395441","Gall","","bisexual","developing","",2495.41113281,2386.80975859619,136,"developing_"
117404766,"2022-05-16","Andricus quercuspetiolicola","42.1904596997","-88.0134077","https://www.inaturalist.org/observations/117404766","Gall","","bisexual","developing","54779",1083.44616699,1083.64366660597,136,"developing_"
117590134,"2022-05-17","Andricus quercuspetiolicola","38.9381466667","-77.2603383333","https://www.inaturalist.org/observations/117590134","Gall","","bisexual","developing","128686",1960.11767578,1950.02946753921,137,"developing_"
117784190,"2022-05-19","Andricus quercuspetiolicola","39.9625746474","-74.6559581899","https://www.inaturalist.org/observations/117784190","Gall","","bisexual","developing","54779",1771.09082031,1768.91043440597,139,"developing_"
118021963,"2022-05-20","Andricus quercuspetiolicola","36.6583055018","-94.071993673","https://www.inaturalist.org/observations/118021963","Gall","","bisexual","developing","",2346.19995117,2278.10053340544,140,"developing_"
118040507,"2022-05-21","Andricus quercuspetiolicola","41.2320122403","-81.4357597568","https://www.inaturalist.org/observations/118040507","Gall","","bisexual","developing","",1420.52307129,1420.51152357319,141,"developing_"
118092798,"2022-05-21","Andricus quercuspetiolicola","42.6017549482","-88.10013685","https://www.inaturalist.org/observations/118092798","Gall","","bisexual","developing","",1119.86914062,1120.67156899851,141,"developing_"
118213331,"2022-05-22","Andricus quercuspetiolicola","40.8681616667","-82.3236783333","https://www.inaturalist.org/observations/118213331","Gall","","bisexual","developing","54779",1480.47216797,1480.32082259188,142,"developing_"
118281778,"2022-05-22","Andricus quercuspetiolicola","40.83532","-83.2713616667","https://www.inaturalist.org/observations/118281778","Gall","","bisexual","developing","54780",1586.76220703,1586.58601385405,142,"developing_"
118411941,"2022-05-22","Andricus quercuspetiolicola","40.7615223","-77.75106492","https://www.inaturalist.org/observations/118411941","Gall","","bisexual","developing","128686",1425.70666504,1425.46502805601,142,"developing_"
118432493,"2022-05-22","Andricus quercuspetiolicola","42.4417","-71.0751888333","https://www.inaturalist.org/observations/118432493","Gall","","bisexual","developing","54779",1525.72351074,1526.22456984883,142,"developing_"
118570258,"2022-05-24","Andricus quercuspetiolicola","40.2748767032","-88.3521291289","https://www.inaturalist.org/observations/118570258","Gall","","bisexual","developing","",1638.07995605,1636.97666360141,144,"developing_"
118705535,"2022-05-25","Andricus quercuspetiolicola","40.785337477","-73.9351215028","https://www.inaturalist.org/observations/118705535","Gall","","bisexual","developing","",1989.86315918,1989.64415405647,145,"developing_"
118705547,"2022-05-25","Andricus quercuspetiolicola","40.785337477","-73.9351215028","https://www.inaturalist.org/observations/118705547","Gall","","bisexual","developing","",1989.86315918,1989.64415405647,145,"developing_"
118705570,"2022-05-25","Andricus quercuspetiolicola","40.785538","-73.934964","https://www.inaturalist.org/observations/118705570","Gall","","bisexual","developing","",1989.86315918,1989.64433835287,145,"developing_"
118718842,"2022-05-25","Andricus quercuspetiolicola","39.1246070862","-76.885307312","https://www.inaturalist.org/observations/118718842","Gall","","bisexual","developing","54779",2140.71166992,2132.66978933206,145,"developing_"
118722068,"2022-05-25","Andricus quercuspetiolicola","33.9900466667","-83.4942383333","https://www.inaturalist.org/observations/118722068","Gall","","bisexual","developing","54779",3339.76342773,3085.62931471235,145,"developing_"
118797084,"2022-05-26","Andricus quercuspetiolicola","39.1408361667","-84.4501116667","https://www.inaturalist.org/observations/118797084","Gall","","bisexual","developing","unknown",2115.55639648,2107.67822271555,146,"developing_"
119111357,"2022-05-28","Andricus quercuspetiolicola","38.3315783333","-84.35492","https://www.inaturalist.org/observations/119111357","Gall","","bisexual","developing","54781",2222.12597656,2203.04150347223,148,"developing_"
119119129,"2022-05-28","Andricus quercuspetiolicola","39.50603","-75.1361471667","https://www.inaturalist.org/observations/119119129","Gall","","bisexual","developing","",2137.65185547,2132.89514070231,148,"developing_"
119317128,"2022-05-29","Andricus quercuspetiolicola","38.0210611667","-84.9030833333","https://www.inaturalist.org/observations/119317128","Gall","","bisexual","developing","",2338.71142578,2313.44803560275,149,"developing_"
119349925,"2022-05-29","Andricus quercuspetiolicola","38.99568","-83.52398","https://www.inaturalist.org/observations/119349925","Gall","","bisexual","developing","54779",2165.35400391,2155.93031988083,149,"developing_"
119476599,"2022-05-30","Andricus quercuspetiolicola","40.9098033333","-80.8542716667","https://www.inaturalist.org/observations/119476599","Gall","","bisexual","developing","",1706.6237793,1706.5004286315,150,"developing_"
119501204,"2022-05-30","Andricus quercuspetiolicola","35.96768","-81.1111305","https://www.inaturalist.org/observations/119501204","Gall","","bisexual","perimature","128686",2833.81079102,2732.2156053977,150,"perimature_"
119536981,"2022-05-30","Andricus quercuspetiolicola","35.7210633","-78.6863034","https://www.inaturalist.org/observations/119536981","Gall","","bisexual","developing","",3329.29638672,3213.49998543098,150,"developing_"
119942616,"2022-06-02","Andricus quercuspetiolicola","41.15621613","-75.29027161","https://www.inaturalist.org/observations/119942616","Gall","","bisexual","developing","128686",1579.74182129,1579.71744274741,153,"developing_"
120025806,"2022-06-02","Andricus quercuspetiolicola","42.4660616667","-71.0813971667","https://www.inaturalist.org/observations/120025806","Gall","","bisexual","developing","",1881.84484863,1882.38580943458,153,"developing_"
120071403,"2022-06-03","Andricus quercuspetiolicola","33.9953383333","-83.499555","https://www.inaturalist.org/observations/120071403","Gall","","bisexual","developing","54779",3718.5012207,3464.9039335155,154,"developing_"
120102706,"2022-06-03","Andricus quercuspetiolicola","41.3965444444","-87.7537388889","https://www.inaturalist.org/observations/120102706","Gall","","bisexual","developing","54779",1727.44116211,1727.44049773589,154,"developing_"
120225494,"2022-06-04","Andricus quercuspetiolicola","43.0278676423","-89.4465166983","https://www.inaturalist.org/observations/120225494","Gall","","bisexual","developing","54779",1512.4309082,1514.57088197143,155,"developing_"
120248318,"2022-06-04","Andricus quercuspetiolicola","44.8330462997","-93.4597998997","https://www.inaturalist.org/observations/120248318","Gall","","bisexual","developing","54781",1286.86413574,1309.08061778387,155,"developing_"
120487829,"2022-06-05","Andricus quercuspetiolicola","36.23145","-80.3037633333","https://www.inaturalist.org/observations/120487829","Gall","","bisexual","developing","",3110.73217773,3022.98673525651,156,"developing_"
120586229,"2022-06-06","Andricus quercuspetiolicola","41.8777186382","-87.6729647062","https://www.inaturalist.org/observations/120586229","Gall","","bisexual","developing","",1865.81591797,1865.84825175127,157,"developing_"
120819236,"2022-06-08","Andricus quercuspetiolicola","40.780576095","-77.7935384308","https://www.inaturalist.org/observations/120819236","Gall","","bisexual","developing","54780",2098.20483398,2097.98142231576,159,"developing_"
120841629,"2022-06-08","Andricus quercuspetiolicola","40.7970845467","-77.8603945021","https://www.inaturalist.org/observations/120841629","Gall","","bisexual","developing","54781",2031.36193848,2031.15355632549,159,"developing_"
120890740,"2022-06-08","Andricus quercuspetiolicola","33.5438918889","-86.4545440556","https://www.inaturalist.org/observations/120890740","Gall","","bisexual","developing","",3910.54370117,3608.37235593594,159,"developing_"
120975525,"2022-06-09","Andricus quercuspetiolicola","40.8088527806","-77.8627996054","https://www.inaturalist.org/observations/120975525","Gall","","bisexual","developing","54781",2068.25292969,2068.0548395104,160,"developing_"
121106568,"2022-06-10","Andricus quercuspetiolicola","40.790758431","-77.8550796211","https://www.inaturalist.org/observations/121106568","Gall","","bisexual","developing","54781",2095.78393555,2095.56987640025,161,"developing_"
121173050,"2022-06-10","Andricus quercuspetiolicola","37.9302910635","-87.5441275527","https://www.inaturalist.org/observations/121173050","Gall","","bisexual","developing","",3003.33422852,2976.04132941098,161,"developing_"
121360776,"2022-06-11","Andricus quercuspetiolicola","42.4257611111","-88.3265","https://www.inaturalist.org/observations/121360776","Gall","","bisexual","developing","54779",1800.32287598,1800.79892102602,162,"developing_"
121762686,"2022-06-14","Andricus quercuspetiolicola","44.1488305","-69.568445","https://www.inaturalist.org/observations/121762686","Gall","","bisexual","developing","54779",1777.7779541,1788.92895255836,165,"developing_"
122019227,"2022-06-16","Andricus quercuspetiolicola","40.7754630189","-77.8636970807","https://www.inaturalist.org/observations/122019227","Gall","","bisexual","developing","54779",2320.171875,2319.94366591904,167,"developing_"
122039530,"2022-06-16","Andricus quercuspetiolicola","40.795604554","-77.8707879782","https://www.inaturalist.org/observations/122039530","Gall","","bisexual","developing","54781",2301.12719727,2300.91749609254,167,"developing_"
122049891,"2022-06-16","Andricus quercuspetiolicola","40.7807600778","-77.7938913089","https://www.inaturalist.org/observations/122049891","Gall","","bisexual","developing","54780",2391.00146484,2390.77822453534,167,"developing_"
