"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","agdd","phenogen"
87593086,"2021-07-18","Neuroterus quercusverrucarum","42.957705","-89.6757283333","https://www.inaturalist.org/observations/87593086","Gall","","unisexual","developing",3454.36938477,"developing_"
87802427,"2021-07-19","Neuroterus quercusverrucarum","40.6080405296","-74.7685072749","https://www.inaturalist.org/observations/87802427","Gall","","unisexual","developing",3939.28930664,"developing_"
88291774,"2021-07-22","Neuroterus quercusverrucarum","35.1088826861","-92.5418402124","https://www.inaturalist.org/observations/88291774","Gall","","unisexual","developing",5425.30664062,"developing_"
88980704,"2021-07-28","Neuroterus quercusverrucarum","42.0486465656","-87.6742873247","https://www.inaturalist.org/observations/88980704","Gall","","unisexual","developing",3649.2277832,"developing_"
89519949,"2021-07-31","Neuroterus quercusverrucarum","40.6514099861","-73.9993759442","https://www.inaturalist.org/observations/89519949","Gall","","unisexual","developing",4972.41699219,"developing_"
89668722,"2021-08-02","Neuroterus quercusverrucarum","34.8850866667","-82.34492","https://www.inaturalist.org/observations/89668722","Gall","","unisexual","developing",6191.22363281,"developing_"
89730840,"2021-08-02","Neuroterus quercusverrucarum","32.934164","-97.1942939722","https://www.inaturalist.org/observations/89730840","Gall","","unisexual","developing",6807.49755859,"developing_"
89812259,"2021-08-03","Neuroterus quercusverrucarum","32.63576556","-97.32500905","https://www.inaturalist.org/observations/89812259","Gall","","unisexual","developing",6984.94433594,"developing_"
89851922,"2021-08-03","Neuroterus quercusverrucarum","39.1397760982","-84.513483829","https://www.inaturalist.org/observations/89851922","Gall","","unisexual","developing",4903.50244141,"developing_"
90402287,"2021-08-07","Neuroterus quercusverrucarum","43.029","-89.4376833333","https://www.inaturalist.org/observations/90402287","Gall","","unisexual","developing",4286.84179688,"developing_"
90672980,"2021-08-10","Neuroterus quercusverrucarum","40.77978","-81.926675","https://www.inaturalist.org/observations/90672980","Gall","","unisexual","developing",4501.87109375,"developing_"
90942720,"2021-08-12","Neuroterus quercusverrucarum","32.9657460099","-97.0936810307","https://www.inaturalist.org/observations/90942720","Gall","","unisexual","developing",7404.95410156,"developing_"
91074928,"2021-08-13","Neuroterus quercusverrucarum","41.39621","-87.32863","https://www.inaturalist.org/observations/91074928","Gall","","unisexual","developing",4631.57763672,"developing_"
91074932,"2021-08-13","Neuroterus quercusverrucarum","41.3961433333","-87.3287416667","https://www.inaturalist.org/observations/91074932","Gall","","unisexual","developing",4631.57763672,"developing_"
91074933,"2021-08-13","Neuroterus quercusverrucarum","41.3961416667","-87.3287433333","https://www.inaturalist.org/observations/91074933","Gall","","unisexual","developing",4631.57763672,"developing_"
91296712,"2021-08-15","Neuroterus quercusverrucarum","41.9746961","-87.6807060997","https://www.inaturalist.org/observations/91296712","Gall","","unisexual","developing",4771.60986328,"developing_"
91298357,"2021-08-15","Neuroterus quercusverrucarum","40.4817583333","-82.147125","https://www.inaturalist.org/observations/91298357","Gall","","unisexual","developing",4756.85986328,"developing_"
91329048,"2021-08-15","Neuroterus quercusverrucarum","43.2349725684","-89.4430386069","https://www.inaturalist.org/observations/91329048","Gall","","unisexual","developing",4458.20214844,"developing_"
91768409,"2021-08-19","Neuroterus quercusverrucarum","32.9567879","-97.0828773","https://www.inaturalist.org/observations/91768409","Gall","","unisexual","developing",7757.33105469,"developing_"
92174026,"2021-08-22","Neuroterus quercusverrucarum","38.8362166667","-83.573005","https://www.inaturalist.org/observations/92174026","Gall","","unisexual","developing",5630.83789062,"developing_"
92286892,"2021-08-16","Neuroterus quercusverrucarum","40.3360524177","-75.4832048937","https://www.inaturalist.org/observations/92286892","Gall","","unisexual","developing",5168.87841797,"developing_"
92295740,"2021-08-23","Neuroterus quercusverrucarum","38.8579467627","-77.3283449506","https://www.inaturalist.org/observations/92295740","Gall","","unisexual","perimature",6164.54785156,"perimature_"
92295741,"2021-08-23","Neuroterus quercusverrucarum","38.8579467627","-77.3283449506","https://www.inaturalist.org/observations/92295741","Gall","","unisexual","developing",6164.54785156,"developing_"
92733294,"2021-08-27","Neuroterus quercusverrucarum","42.0152805556","-88.2547083333","https://www.inaturalist.org/observations/92733294","Gall","","unisexual","developing",5288.84716797,"developing_"
92733306,"2021-08-27","Neuroterus quercusverrucarum","42.0157611111","-88.2562555556","https://www.inaturalist.org/observations/92733306","Gall","","unisexual","developing",5288.84716797,"developing_"
92831273,"2021-08-28","Neuroterus quercusverrucarum","38.8026826511","-77.426134243","https://www.inaturalist.org/observations/92831273","Gall","","unisexual","developing",6478.47753906,"developing_"
92831284,"2021-08-28","Neuroterus quercusverrucarum","38.8026826511","-77.426134243","https://www.inaturalist.org/observations/92831284","Gall","","unisexual","developing",6478.47753906,"developing_"
93070958,"2021-08-27","Neuroterus quercusverrucarum","32.766845","-97.3740916667","https://www.inaturalist.org/observations/93070958","Gall","","unisexual","developing",8427.18359375,"developing_"
93409695,"2021-09-02","Neuroterus quercusverrucarum","42.1702067052","-87.8480578078","https://www.inaturalist.org/observations/93409695","Gall","","unisexual","developing",5511.88525391,"developing_"
93527729,"2021-09-03","Neuroterus quercusverrucarum","42.37456009","-71.10748435","https://www.inaturalist.org/observations/93527729","Gall","","unisexual","developing",5644.01416016,"developing_"
93653609,"2021-09-04","Neuroterus quercusverrucarum","35.6074172581","-78.9389132957","https://www.inaturalist.org/observations/93653609","Gall","","unisexual","developing",7688.61767578,"developing_"
93740187,"2021-09-05","Neuroterus quercusverrucarum","39.1383766667","-84.5146516667","https://www.inaturalist.org/observations/93740187","Gall","","unisexual","developing",6384.84716797,"developing_"
93752298,"2021-09-05","Neuroterus quercusverrucarum","39.1362866667","-84.5196433333","https://www.inaturalist.org/observations/93752298","Gall","","unisexual","developing",6402.22900391,"developing_"
93820039,"2021-09-05","Neuroterus quercusverrucarum","42.2448364048","-87.8815131554","https://www.inaturalist.org/observations/93820039","Gall","","unisexual","developing",5515.51416016,"developing_"
93895384,"2021-09-06","Neuroterus quercusverrucarum","30.2370720954","-97.3200239442","https://www.inaturalist.org/observations/93895384","Gall","","unisexual","developing",9168.79296875,"developing_"
93913970,"2021-09-05","Neuroterus quercusverrucarum","32.6122583333","-96.9736133333","https://www.inaturalist.org/observations/93913970","Gall","","unisexual","developing",8612.91699219,"developing_"
93940415,"2021-09-06","Neuroterus quercusverrucarum","42.0157408068","-88.2541057878","https://www.inaturalist.org/observations/93940415","Gall","","unisexual","developing",5685.35986328,"developing_"
94381233,"2021-09-10","Neuroterus quercusverrucarum","36.803825","-88.0040666667","https://www.inaturalist.org/observations/94381233","Gall","","unisexual","developing",7361.63720703,"developing_"
94382421,"2021-09-10","Neuroterus quercusverrucarum","36.8215616667","-88.0348888333","https://www.inaturalist.org/observations/94382421","Gall","","unisexual","developing",7337.61669922,"developing_"
94440359,"2021-09-11","Neuroterus quercusverrucarum","37.0849","-88.6361083333","https://www.inaturalist.org/observations/94440359","Gall","","unisexual","developing",7464.33886719,"developing_"
94450496,"2021-09-11","Neuroterus quercusverrucarum","37.2523216667","-88.8374116667","https://www.inaturalist.org/observations/94450496","Gall","","unisexual","developing",7185.453125,"developing_"
94458761,"2021-09-11","Neuroterus quercusverrucarum","37.3035133333","-89.0202416667","https://www.inaturalist.org/observations/94458761","Gall","","unisexual","developing",7142.85449219,"developing_"
94463378,"2021-09-11","Neuroterus quercusverrucarum","37.3589466667","-88.9175333333","https://www.inaturalist.org/observations/94463378","Gall","","unisexual","developing",7080.11035156,"developing_"
94471005,"2021-09-11","Neuroterus quercusverrucarum","33.0433805556","-97.1783361111","https://www.inaturalist.org/observations/94471005","Gall","","unisexual","developing",8970.10644531,"developing_"
94491240,"2021-09-11","Neuroterus quercusverrucarum","37.481175","-88.7392116667","https://www.inaturalist.org/observations/94491240","Gall","","unisexual","developing",7036.84472656,"developing_"
94512448,"2021-09-11","Neuroterus quercusverrucarum","38.760625","-83.4092366667","https://www.inaturalist.org/observations/94512448","Gall","","unisexual","developing",6430.60693359,"developing_"
94520275,"2021-09-11","Neuroterus quercusverrucarum","30.29112","-97.7069633333","https://www.inaturalist.org/observations/94520275","Gall","","unisexual","developing",9608.59375,"developing_"
94566560,"2021-09-10","Neuroterus quercusverrucarum","32.8892182745","-97.1133778151","https://www.inaturalist.org/observations/94566560","Gall","","unisexual","developing",9057.90429688,"developing_"
94899206,"2021-09-14","Neuroterus quercusverrucarum","29.9986353847","-98.4193152434","https://www.inaturalist.org/observations/94899206","Gall","","unisexual","developing",9226.77734375,"developing_"
94917117,"2021-09-15","Neuroterus quercusverrucarum","41.5146616667","-81.3348916667","https://www.inaturalist.org/observations/94917117","Gall","","unisexual","developing",5802.81884766,"developing_"
95409116,"2021-09-18","Neuroterus quercusverrucarum","39.1383033333","-84.5139033333","https://www.inaturalist.org/observations/95409116","Gall","","unisexual","developing",6910.63623047,"developing_"
95550658,"2021-09-20","Neuroterus quercusverrucarum","33.0001638275","-98.2309537427","https://www.inaturalist.org/observations/95550658","Gall","","unisexual","developing",8880.23535156,"developing_"
95587690,"2021-08-29","Neuroterus quercusverrucarum","41.4459722222","-70.5643388889","https://www.inaturalist.org/observations/95587690","Gall","","unisexual","developing",5055.17236328,"developing_"
95587701,"2021-08-29","Neuroterus quercusverrucarum","41.4460916667","-70.5644305556","https://www.inaturalist.org/observations/95587701","Gall","","unisexual","developing",5055.17236328,"developing_"
95589215,"2021-09-20","Neuroterus quercusverrucarum","38.6398557382","-77.2009382946","https://www.inaturalist.org/observations/95589215","Gall","","unisexual","developing",7547.84814453,"developing_"
95616254,"2021-09-20","Neuroterus quercusverrucarum","43.1349233509","-89.3038195823","https://www.inaturalist.org/observations/95616254","Gall","","unisexual","developing",5858.85498047,"developing_"
95698546,"2021-09-17","Neuroterus quercusverrucarum","32.893369","-97.1078441","https://www.inaturalist.org/observations/95698546","Gall","","unisexual","developing",9388.63769531,"developing_"
95904292,"2021-09-23","Neuroterus quercusverrucarum","40.8300633333","-81.9437166667","https://www.inaturalist.org/observations/95904292","Gall","","unisexual","developing",6147.79003906,"developing_"
96254557,"2021-09-25","Neuroterus quercusverrucarum","41.4841","-81.690975","https://www.inaturalist.org/observations/96254557","Gall","","unisexual","developing",6632.33154297,"developing_"
96297534,"2021-09-26","Neuroterus quercusverrucarum","42.1395472222","-87.8276361111","https://www.inaturalist.org/observations/96297534","Gall","","unisexual","developing",6442.42138672,"developing_"
96327605,"2021-09-19","Neuroterus quercusverrucarum","30.5682698086","-91.1650772437","https://www.inaturalist.org/observations/96327605","Gall","","unisexual","developing",9731.95898438,"developing_"
96442785,"2021-09-27","Neuroterus quercusverrucarum","42.3576383333","-71.4028783333","https://www.inaturalist.org/observations/96442785","Gall","","unisexual","developing",6276.57910156,"developing_"
96521714,"2021-09-28","Neuroterus quercusverrucarum","39.905332","-95.9075169722","https://www.inaturalist.org/observations/96521714","Gall","","unisexual","developing",6955.55810547,"developing_"
96937022,"2021-10-02","Neuroterus quercusverrucarum","29.8923783333","-97.9313966667","https://www.inaturalist.org/observations/96937022","Gall","","unisexual","developing",10489.8681641,"developing_"
96941905,"2021-10-02","Neuroterus quercusverrucarum","36.1100542859","-79.9924383123","https://www.inaturalist.org/observations/96941905","Gall","","unisexual","developing",8148.16552734,"developing_"
96946410,"2021-10-02","Neuroterus quercusverrucarum","38.8578757472","-77.328521974","https://www.inaturalist.org/observations/96946410","Gall","","unisexual","developing",7764.14208984,"developing_"
97015573,"2021-09-25","Neuroterus quercusverrucarum","44.86117262","-93.62620997","https://www.inaturalist.org/observations/97015573","Gall","","unisexual","developing",5931.68212891,"developing_"
97135418,"2021-10-03","Neuroterus quercusverrucarum","36.6583055018","-94.071993673","https://www.inaturalist.org/observations/97135418","Gall","","unisexual","developing",8117.95068359,"developing_"
97181850,"2021-10-04","Neuroterus quercusverrucarum","36.6583055018","-94.071993673","https://www.inaturalist.org/observations/97181850","Gall","","unisexual","developing",8150.43164062,"developing_"
97204923,"2021-10-04","Neuroterus quercusverrucarum","35.0956359722","-92.4635849722","https://www.inaturalist.org/observations/97204923","Gall","","unisexual","developing",9021.31933594,"developing_"
97204984,"2021-10-04","Neuroterus quercusverrucarum","35.0908969722","-92.465777","https://www.inaturalist.org/observations/97204984","Gall","","unisexual","developing",9021.31933594,"developing_"
97213833,"2021-10-02","Neuroterus quercusverrucarum","38.85875","-77.3275383333","https://www.inaturalist.org/observations/97213833","Gall","","unisexual","developing",7764.14208984,"developing_"
97277556,"2021-10-05","Neuroterus quercusverrucarum","36.6583055018","-94.071993673","https://www.inaturalist.org/observations/97277556","Gall","","unisexual","developing",8181.82373047,"developing_"
97296501,"2021-10-05","Neuroterus quercusverrucarum","39.1362166667","-84.5182366667","https://www.inaturalist.org/observations/97296501","Gall","","unisexual","developing",7514.86425781,"developing_"
97307110,"2021-10-05","Neuroterus quercusverrucarum","39.096170861","-92.352657766","https://www.inaturalist.org/observations/97307110","Gall","","unisexual","developing",7702.03515625,"developing_"
97402196,"2021-09-29","Neuroterus quercusverrucarum","40.448681","-75.8854589722","https://www.inaturalist.org/observations/97402196","Gall","","unisexual","developing",6796.51025391,"developing_"
97402600,"2021-09-29","Neuroterus quercusverrucarum","40.448678","-75.885489","https://www.inaturalist.org/observations/97402600","Gall","","unisexual","developing",6796.51025391,"developing_"
97553578,"2021-10-08","Neuroterus quercusverrucarum","40.7139545493","-73.9763993584","https://www.inaturalist.org/observations/97553578","Gall","","unisexual","developing",7729.64941406,"developing_"
97565013,"2021-09-29","Neuroterus quercusverrucarum","44.0965876372","-91.8328582902","https://www.inaturalist.org/observations/97565013","Gall","","unisexual","developing",6163.19726562,"developing_"
97604039,"2021-10-06","Neuroterus quercusverrucarum","34.9392800769","-92.4174244511","https://www.inaturalist.org/observations/97604039","Gall","","unisexual","developing",9104.27929688,"developing_"
97613997,"2021-10-02","Neuroterus quercusverrucarum","31.941573","-95.902774","https://www.inaturalist.org/observations/97613997","Gall","","unisexual","developing",9668.92089844,"developing_"
97656251,"2021-10-09","Neuroterus quercusverrucarum","40.1097361667","-83.4192583333","https://www.inaturalist.org/observations/97656251","Gall","","unisexual","developing",6930.00683594,"developing_"
97717143,"2021-10-07","Neuroterus quercusverrucarum","35.073514","-92.4941","https://www.inaturalist.org/observations/97717143","Gall","","unisexual","developing",9109.29394531,"developing_"
97838078,"2021-10-10","Neuroterus quercusverrucarum","40.7802083333","-81.9254916667","https://www.inaturalist.org/observations/97838078","Gall","","unisexual","developing",6723.17138672,"developing_"
97975171,"2021-10-08","Neuroterus quercusverrucarum","37.5085416667","-77.5249472222","https://www.inaturalist.org/observations/97975171","Gall","","unisexual","developing",8474.91601562,"developing_"
98069302,"2021-10-10","Neuroterus quercusverrucarum","35.1078167443","-92.5464455529","https://www.inaturalist.org/observations/98069302","Gall","","unisexual","developing",9193.95605469,"developing_"
98069330,"2021-10-10","Neuroterus quercusverrucarum","35.109130352","-92.5470858056","https://www.inaturalist.org/observations/98069330","Gall","","unisexual","developing",9193.95605469,"developing_"
98126464,"2021-10-13","Neuroterus quercusverrucarum","32.9281149722","-97.2004259722","https://www.inaturalist.org/observations/98126464","Gall","","unisexual","developing",10369.1923828,"developing_"
98127530,"2021-10-13","Neuroterus quercusverrucarum","32.9276229722","-97.2018829722","https://www.inaturalist.org/observations/98127530","Gall","","unisexual","developing",10369.1923828,"developing_"
98157383,"2021-10-13","Neuroterus quercusverrucarum","39.1373611111","-84.4119138889","https://www.inaturalist.org/observations/98157383","Gall","","unisexual","developing",7757.89013672,"developing_"
98394421,"2021-10-16","Neuroterus quercusverrucarum","38.8675942941","-77.1147017553","https://www.inaturalist.org/observations/98394421","Gall","","unisexual","developing",8503.28710938,"developing_"
98526501,"2021-10-17","Neuroterus quercusverrucarum","29.321715","-97.927813","https://www.inaturalist.org/observations/98526501","Gall","","unisexual","dormant",11251.5791016,"dormant_"
98527859,"2021-10-16","Neuroterus quercusverrucarum","32.6629066667","-97.2228733333","https://www.inaturalist.org/observations/98527859","Gall","","unisexual","developing",10573.7958984,"developing_"
98576681,"2021-10-16","Neuroterus quercusverrucarum","32.71608","-97.1895583333","https://www.inaturalist.org/observations/98576681","Gall","","unisexual","developing",10709.4970703,"developing_"
98578948,"2021-10-16","Neuroterus quercusverrucarum","32.7156966667","-97.190335","https://www.inaturalist.org/observations/98578948","Gall","","unisexual","developing",10709.4970703,"developing_"
98731645,"2021-10-17","Neuroterus quercusverrucarum","32.7524133333","-97.2689316667","https://www.inaturalist.org/observations/98731645","Gall","","unisexual","developing",10696.9033203,"developing_"
99111408,"2021-10-23","Neuroterus quercusverrucarum","35.0389442818","-85.2735524252","https://www.inaturalist.org/observations/99111408","Gall","","unisexual","developing",9576.68359375,"developing_"
99136521,"2021-10-23","Neuroterus quercusverrucarum","41.292960218","-91.2330064692","https://www.inaturalist.org/observations/99136521","Gall","","unisexual","developing",7530.42236328,"developing_"
99164136,"2021-10-23","Neuroterus quercusverrucarum","39.3229783333","-82.9864666667","https://www.inaturalist.org/observations/99164136","Gall","","unisexual","developing",7783.81103516,"developing_"
99175909,"2021-10-23","Neuroterus quercusverrucarum","32.8158897814","-98.0324976706","https://www.inaturalist.org/observations/99175909","Gall","","unisexual","developing",10072.9326172,"developing_"
99463477,"2021-10-19","Neuroterus quercusverrucarum","39.8556048503","-86.2931372342","https://www.inaturalist.org/observations/99463477","Gall","","unisexual","developing",7618.94775391,"developing_"
99669367,"2021-10-28","Neuroterus quercusverrucarum","41.8242038935","-88.0900764093","https://www.inaturalist.org/observations/99669367","Gall","","unisexual","developing",7527.23730469,"developing_"
100004118,"2021-11-01","Neuroterus quercusverrucarum","32.766881","-97.377066","https://www.inaturalist.org/observations/100004118","Gall","","unisexual","dormant",11373.1064453,"dormant_"
100090622,"2021-10-31","Neuroterus quercusverrucarum","32.70302","-97.165875","https://www.inaturalist.org/observations/100090622","Gall","","unisexual","developing",11262.9296875,"developing_"
100239012,"2021-10-26","Neuroterus quercusverrucarum","30.6572083333","-96.8161083333","https://www.inaturalist.org/observations/100239012","Gall","","unisexual","dormant",11133.5449219,"dormant_"
100337119,"2021-11-04","Neuroterus quercusverrucarum","32.92912","-97.2005733333","https://www.inaturalist.org/observations/100337119","Gall","","unisexual","dormant",11099.0380859,"dormant_"
100430124,"2021-11-06","Neuroterus quercusverrucarum","33.0010386495","-98.2331422007","https://www.inaturalist.org/observations/100430124","Gall","","unisexual","dormant",10535.9550781,"dormant_"
100494839,"2021-11-07","Neuroterus quercusverrucarum","33.0006748803","-98.2330270856","https://www.inaturalist.org/observations/100494839","Gall","","unisexual","dormant",10557.7167969,"dormant_"
100616913,"2021-11-06","Neuroterus quercusverrucarum","32.9042732997","-97.2655215997","https://www.inaturalist.org/observations/100616913","Gall","","unisexual","dormant",10907.21875,"dormant_"
100704891,"2021-11-07","Neuroterus quercusverrucarum","32.8204466667","-98.027285","https://www.inaturalist.org/observations/100704891","Gall","","unisexual","dormant",10491.5761719,"dormant_"
100714758,"2021-11-07","Neuroterus quercusverrucarum","32.821305","-98.0277616667","https://www.inaturalist.org/observations/100714758","Gall","","unisexual","dormant",10491.5761719,"dormant_"
100721149,"2021-11-09","Neuroterus quercusverrucarum","32.8761482998","-97.2770415992","https://www.inaturalist.org/observations/100721149","Gall","","unisexual","developing",11049.9287109,"developing_"
100721361,"2021-11-09","Neuroterus quercusverrucarum","32.8761353471","-97.2770493105","https://www.inaturalist.org/observations/100721361","Gall","","unisexual","developing",11049.9287109,"developing_"
100731915,"2021-11-09","Neuroterus quercusverrucarum","32.8773787971","-97.2776286677","https://www.inaturalist.org/observations/100731915","Gall","","unisexual","developing",11137.3994141,"developing_"
100750904,"2021-11-09","Neuroterus quercusverrucarum","32.87671","-97.277265","https://www.inaturalist.org/observations/100750904","Gall","","unisexual","developing",11049.9287109,"developing_"
100890568,"2021-11-11","Neuroterus quercusverrucarum","36.1101659904","-79.9925026853","https://www.inaturalist.org/observations/100890568","Gall","","unisexual","developing",9252.6328125,"developing_"
100897074,"2021-11-11","Neuroterus quercusverrucarum","32.9065783333","-97.1241983333","https://www.inaturalist.org/observations/100897074","Gall","","unisexual","developing",11508.8105469,"developing_"
101028204,"2021-11-12","Neuroterus quercusverrucarum","32.7491533333","-97.27134","https://www.inaturalist.org/observations/101028204","Gall","","unisexual","dormant",11524.6328125,"dormant_"
101212108,"2021-11-13","Neuroterus quercusverrucarum","32.6670366667","-97.1810933333","https://www.inaturalist.org/observations/101212108","Gall","","unisexual","developing",11535.28125,"developing_"
101718829,"2021-11-20","Neuroterus quercusverrucarum","32.8434733333","-97.47597","https://www.inaturalist.org/observations/101718829","Gall","","unisexual","dormant",11495.5253906,"dormant_"
101721396,"2021-11-20","Neuroterus quercusverrucarum","32.843485","-97.4755516667","https://www.inaturalist.org/observations/101721396","Gall","","unisexual","dormant",11495.5253906,"dormant_"
101721748,"2021-11-20","Neuroterus quercusverrucarum","32.8434483333","-97.4753216667","https://www.inaturalist.org/observations/101721748","Gall","","unisexual","dormant",11495.5253906,"dormant_"
101780254,"2021-11-23","Neuroterus quercusverrucarum","33.0045242493","-98.2348227485","https://www.inaturalist.org/observations/101780254","Gall","","unisexual","dormant",10942.65625,"dormant_"
101884210,"2021-11-21","Neuroterus quercusverrucarum","32.7546216667","-97.257135","https://www.inaturalist.org/observations/101884210","Gall","","unisexual","dormant",11760.2080078,"dormant_"
101895154,"2021-11-21","Neuroterus quercusverrucarum","32.76877","-97.1902633333","https://www.inaturalist.org/observations/101895154","Gall","","unisexual","dormant",11800.4414062,"dormant_"
101966355,"2021-11-26","Neuroterus quercusverrucarum","32.7589783333","-97.5042283333","https://www.inaturalist.org/observations/101966355","Gall","","unisexual","developing",11420.2480469,"developing_"
102166267,"2021-11-28","Neuroterus quercusverrucarum","36.6583055018","-94.071993673","https://www.inaturalist.org/observations/102166267","Gall","","unisexual","dormant",9373.17285156,"dormant_"
102257196,"2021-11-30","Neuroterus quercusverrucarum","39.38678","-86.4780719722","https://www.inaturalist.org/observations/102257196","Gall","","unisexual","dormant",8247.859375,"dormant_"
102878441,"2021-12-11","Neuroterus quercusverrucarum","31.1985","-97.4653333333","https://www.inaturalist.org/observations/102878441","Gall","","unisexual","dormant",12314.7695312,"dormant_"
102959296,"2021-12-04","Neuroterus quercusverrucarum","32.9942766667","-97.1470866667","https://www.inaturalist.org/observations/102959296","Gall","","unisexual","dormant",11909.1416016,"dormant_"
103065176,"2021-12-14","Neuroterus quercusverrucarum","38.8005993256","-77.4271642605","https://www.inaturalist.org/observations/103065176","Gall","","unisexual","dormant",9287.0390625,"dormant_"
103917782,"2021-12-29","Neuroterus quercusverrucarum","32.8257224182","-98.0353321199","https://www.inaturalist.org/observations/103917782","Gall","","unisexual","dormant",11761.5771484,"dormant_"
104046160,"2021-12-31","Neuroterus quercusverrucarum","29.7732476377","-95.4196175251","https://www.inaturalist.org/observations/104046160","Gall","","unisexual","dormant",14061.5058594,"dormant_"
104146733,"2021-12-29","Neuroterus quercusverrucarum","33.7226019009","-96.7995088422","https://www.inaturalist.org/observations/104146733","Gall","","unisexual","dormant",11641.328125,"dormant_"
104382102,"2022-01-03","Neuroterus quercusverrucarum","29.5812046069","-95.0972665113","https://www.inaturalist.org/observations/104382102","Gall","","unisexual","dormant",82.9889297485,"dormant_"
106897651,"2022-02-16","Neuroterus quercusverrucarum","30.1391916667","-97.28125","https://www.inaturalist.org/observations/106897651","Gall","","unisexual","dormant",767.546508789,"dormant_"
107865433,"2022-03-02","Neuroterus quercusverrucarum","30.0719055","-97.1832283333","https://www.inaturalist.org/observations/107865433","Gall","","unisexual","dormant",1013.88543701,"dormant_"
118404780,"2022-05-23","Neuroterus quercusverrucarum","30.273132213","-97.7147074125","https://www.inaturalist.org/observations/118404780","Gall","","unisexual","oviscar",4169.01367188,"oviscar_"
